iter	Logloss
476	0.0332083135
477	0.03320822615
478	0.03320772043
479	0.03320706409
480	0.0332069435
481	0.03320690874
482	0.03320688688
483	0.03320660742
484	0.03320653412
485	0.03320544446
486	0.03319259513
487	0.03318516881
488	0.03302999035
489	0.03299157547
490	0.03297379334
491	0.03294315705
492	0.0328381351
493	0.03283807556
494	0.03283765519
495	0.03283158778
496	0.03269794107
497	0.03269175017
498	0.03263835456
499	0.03263805861
500	0.03263800484
501	0.03263797451
502	0.03263749894
503	0.03263749894
504	0.03263742783
505	0.03263728692
506	0.0326372791
507	0.03263716736
508	0.03263640414
509	0.03263535984
510	0.03262667775
511	0.03262623908
512	0.03262538503
513	0.03262488944
514	0.03262479485
515	0.0326244085
516	0.03262413084
517	0.03262374464
518	0.03262298634
519	0.03262166195
520	0.03262147499
521	0.03262143751
522	0.03262123042
523	0.03262087163
524	0.03262070302
525	0.03262063719
526	0.03261984207
527	0.03261907091
528	0.03261874772
529	0.03261839816
530	0.03261797678
531	0.03261677528
532	0.03261653037
533	0.03261618777
534	0.03261617692
535	0.03261606167
536	0.0326159055
537	0.03261546193
538	0.03261544196
539	0.03261512057
540	0.03261505391
541	0.03261481921
542	0.03260635668
543	0.03260310537
544	0.0326030437
545	0.03260288034
546	0.03260248326
547	0.03260244724
548	0.03260154638
549	0.03260089365
550	0.03260030441
551	0.03260029904
552	0.03260029837
553	0.03260028873
554	0.03260011737
555	0.0326001167
556	0.03260004047
557	0.03259892725
558	0.03259887479
559	0.03259811083
560	0.03259786259
561	0.03259781257
562	0.03259780122
563	0.03259738892
564	0.03259598348
565	0.03259597722
566	0.03259473941
567	0.03259467562
568	0.03259462231
569	0.0325941725
570	0.03259416408
571	0.03259308123
572	0.03259307156
573	0.03259306091
574	0.0325925851
575	0.03259250329
576	0.03259243984
577	0.03259240183
578	0.03259230753
579	0.03259197254
580	0.03259188948
581	0.0325915675
582	0.03259133754
583	0.03259130018
584	0.03259121045
585	0.03259118435
586	0.03259100718
587	0.03259095181
588	0.03259040666
589	0.03245355044
590	0.03245343903
591	0.03245288028
592	0.03245286007
593	0.03245283814
594	0.03245280947
595	0.03244913149
596	0.03243573584
597	0.03238950175
598	0.03230719339
599	0.03229220014
600	0.03220739307
601	0.0321617933
602	0.03210635023
603	0.03207111953
604	0.03199731534
605	0.03196885665
606	0.03188243481
607	0.03181843333
608	0.03176149956
609	0.0317333607
610	0.0316911567
611	0.03168910924
612	0.03161639006
613	0.03151691752
614	0.03151681284
615	0.03150162038
616	0.03148668782
617	0.03140159911
618	0.03140147911
619	0.03140143563
620	0.03136267097
621	0.03136246433
622	0.03133815758
623	0.03133722718
624	0.03131722712
625	0.03122332843
626	0.03120154755
627	0.03114025771
628	0.03114014818
629	0.03107760143
630	0.03100473018
631	0.03097524869
632	0.03094431627
633	0.03089896912
634	0.03083007678
635	0.03081141927
636	0.03079829541
637	0.0307497043
638	0.03073428556
639	0.03073404099
640	0.03069743187
641	0.03065104498
642	0.03062359288
643	0.03062272643
644	0.03062257594
645	0.03061338406
646	0.03061266195
647	0.03058299511
648	0.03058163219
649	0.03058160866
650	0.03058131527
651	0.03058063798
652	0.03058062124
653	0.03056785742
654	0.03054302065
655	0.03053279938
656	0.03049771022
657	0.03049749737
658	0.0304974797
659	0.03049733647
660	0.03049648471
661	0.03049647601
662	0.03049612917
663	0.03049612712
664	0.03048701846
665	0.03048691948
666	0.03042963759
667	0.03042942851
668	0.03042940459
669	0.03039775747
670	0.0303573567
671	0.03035726259
672	0.03032934245
673	0.03032929786
674	0.03031039365
675	0.03031028863
676	0.03031028863
677	0.03031028452
678	0.03031025179
679	0.03030281391
680	0.0302816618
681	0.03025970781
682	0.03024447521
683	0.03024424942
684	0.03024423932
685	0.0302372955
686	0.03022622495
687	0.03022594694
688	0.03022578129
689	0.03022576136
690	0.03022571348
691	0.0302256788
692	0.0302254099
693	0.03022540839
694	0.03022081838
695	0.03022057809
696	0.03022053427
697	0.03022045848
698	0.0302203618
699	0.03021860186
700	0.03021847555
701	0.03021844735
702	0.03021842892
703	0.03021841059
704	0.03021819753
705	0.03021815278
706	0.03021814858
707	0.03021788925
708	0.03021728126
709	0.0302164344
710	0.03021642283
711	0.03021573896
712	0.0302150146
713	0.03021501237
714	0.03020551634
715	0.03019714678
716	0.03018823183
717	0.03017887176
718	0.0301785139
719	0.03017574434
720	0.03017571173
721	0.03017561431
722	0.03017554825
723	0.03017529949
724	0.03017516808
725	0.03017488325
726	0.03017477005
727	0.0301742209
728	0.03017415985
729	0.03017391182
730	0.03017390261
731	0.03014943828
732	0.03014937046
733	0.03014683198
734	0.0301365233
735	0.03011375384
736	0.03011037832
737	0.03010823271
738	0.03010015509
739	0.03009927875
740	0.03009911475
741	0.0300989111
742	0.03009857554
743	0.03001870809
744	0.03000985085
745	0.02993330306
746	0.02987945774
747	0.02987834631
748	0.0298265461
749	0.02979685918
750	0.02979682711
751	0.0297967266
752	0.02979672125
753	0.02979670119
754	0.02979670119
755	0.02979666168
756	0.02976977841
757	0.02976962889
758	0.02975255266
759	0.02975241672
760	0.0297523531
761	0.02975229233
762	0.0297341128
763	0.02972141361
764	0.0297213656
765	0.02972133577
766	0.0297212772
767	0.02972020363
768	0.02971764697
769	0.02971706463
770	0.02971705014
771	0.02971692003
772	0.02971677843
773	0.02970729864
774	0.02969356896
775	0.0296793719
776	0.02967906252
777	0.02967904303
778	0.02967854216
779	0.02967697613
780	0.02966964637
781	0.02961736249
782	0.02961722596
783	0.02961544923
784	0.02961530458
785	0.02961510389
786	0.02960933828
787	0.02960898783
788	0.02960882387
789	0.02960360941
790	0.02960360941
791	0.02960210011
792	0.02960174294
793	0.02959987575
794	0.02959463879
795	0.02958364684
796	0.02958249652
797	0.02958017254
798	0.02958013072
799	0.02957974572
800	0.02957962238
801	0.02957946683
802	0.02957846631
803	0.02957740227
804	0.02952365643
805	0.02950019417
806	0.02950009848
807	0.02950006087
808	0.02949347645
809	0.02949314803
810	0.02949306504
811	0.02949304003
812	0.02949299541
813	0.02949261131
814	0.02949202066
815	0.02949201092
816	0.02949079553
817	0.02949074908
818	0.02949002752
819	0.0294900222
820	0.02948990708
821	0.02948986663
822	0.02948985157
823	0.02948965573
824	0.0294896185
825	0.02948896131
826	0.029488815
827	0.02948879374
828	0.02948836089
829	0.02948835816
830	0.02948835497
831	0.02948744381
832	0.02948740171
833	0.02948731674
834	0.02948709008
835	0.0294868669
836	0.02948668341
837	0.0294865522
838	0.02948652427
839	0.02948651221
840	0.0294862262
841	0.02948613152
842	0.02948593362
843	0.02948593286
844	0.02948583212
845	0.02948473926
846	0.02948453023
847	0.02948437525
848	0.02948436986
849	0.02948436853
850	0.02948414463
851	0.0294838948
852	0.0294837864
853	0.0294837806
854	0.02948367388
855	0.02948313767
856	0.02948311488
857	0.02948309368
858	0.02948255991
859	0.02948252736
860	0.02948006046
861	0.02947998756
862	0.02947991621
863	0.0294798962
864	0.02947984498
865	0.02947980494
866	0.02947974804
867	0.02947974716
868	0.02947971085
869	0.02947963645
870	0.02947962603
871	0.02947958123
872	0.02947954919
873	0.02947953906
874	0.02947951638
875	0.02947935729
876	0.02947933603
877	0.0294792664
878	0.02947915122
879	0.02947866096
880	0.02947831179
881	0.02947807358
882	0.02947804906
883	0.02947804602
884	0.02947803128
885	0.02947793538
886	0.02947791301
887	0.02947790605
888	0.02947785651
889	0.0294776193
890	0.02947682733
891	0.02947644464
892	0.02947640046
893	0.02947634143
894	0.02947616451
895	0.02947583644
896	0.02947581242
897	0.02947576351
898	0.02947555692
899	0.02947554606
900	0.02947548865
901	0.02947533367
902	0.02947505367
903	0.02947432094
904	0.02947420561
905	0.02947419481
906	0.02947417335
907	0.02947408421
908	0.02947370849
909	0.02947360712
910	0.02947320756
911	0.02947319774
912	0.02947316308
913	0.02947251944
914	0.02947228948
915	0.02947228568
916	0.02947199442
917	0.0294718513
918	0.02947182594
919	0.02947162663
920	0.02947162489
921	0.02947157021
922	0.02947153149
923	0.02947120299
924	0.02947111438
925	0.02947068034
926	0.02947061614
927	0.02947059289
928	0.02947051012
929	0.02947017732
930	0.02947010761
931	0.02946996542
932	0.02946980352
933	0.02946972219
934	0.02946969167
935	0.02946954378
936	0.0294695079
937	0.0294695014
938	0.02946945082
939	0.02946930689
940	0.02946898044
941	0.02946896406
942	0.02946889842
943	0.02946873455
944	0.02946864036
945	0.02946843367
946	0.02946802594
947	0.02946801618
948	0.02946795451
949	0.02946794434
950	0.02946784519
951	0.0294675292
952	0.02946714706
953	0.02946684498
954	0.02946677264
955	0.02946665885
956	0.0294665186
957	0.02946643205
958	0.02946622959
959	0.02946609552
960	0.02946595713
961	0.02946593132
962	0.02946589904
963	0.02946589617
964	0.02946585855
965	0.02946585053
966	0.0294604676
967	0.02946029103
968	0.02946029065
969	0.02946026022
970	0.02945960621
971	0.02945889993
972	0.02945882912
973	0.02944938327
974	0.02943929417
975	0.02943831428
976	0.0294382822
977	0.02943828086
978	0.02943824377
979	0.02943823038
980	0.02943818101
981	0.02943800662
982	0.02943795135
983	0.02943785509
984	0.02943783683
985	0.02943782396
986	0.02943778561
987	0.02943774876
988	0.02943764313
989	0.02943736253
990	0.02943735435
991	0.02943732925
992	0.02943730774
993	0.02943720723
994	0.02943699604
995	0.02943684941
996	0.02943681356
997	0.0294367284
998	0.02943656912
999	0.02943644919
1000	0.02943628008
1001	0.02943625644
1002	0.02943591813
1003	0.02943588427
1004	0.02943573945
1005	0.02943572721
1006	0.02943564673
1007	0.02943542301
1008	0.02943540501
1009	0.0294353738
1010	0.02943525578
1011	0.02943521556
1012	0.0294351944
1013	0.02943514101
1014	0.02943512078
1015	0.0294350974
1016	0.02943486555
1017	0.02943486179
1018	0.02943473295
1019	0.0294342092
1020	0.02943420154
1021	0.02943042596
1022	0.02941203719
1023	0.02940067562
1024	0.02940044657
1025	0.02940033843
1026	0.02940012534
1027	0.02939997897
1028	0.02939357976
1029	0.02938083373
1030	0.0293708558
1031	0.02936254221
1032	0.02936243834
1033	0.02936243346
1034	0.02936230697
1035	0.02936215876
1036	0.02936212158
1037	0.02936211217
1038	0.02936190481
1039	0.02936166713
1040	0.02936151379
1041	0.02936146698
1042	0.0293613199
1043	0.02936124832
1044	0.02936117706
1045	0.02936117234
1046	0.02936108342
1047	0.02936079673
1048	0.02936069711
1049	0.02936063944
1050	0.02936049507
1051	0.02936049507
1052	0.02936036773
1053	0.02936011757
1054	0.02935923169
1055	0.02935914096
1056	0.02935911155
1057	0.02935831599
1058	0.02935829516
1059	0.02935808444
1060	0.02935799091
1061	0.02935797947
1062	0.0293575936
1063	0.0293575796
1064	0.02935753833
1065	0.02935744598
1066	0.02935744514
1067	0.02935735541
1068	0.0293572856
1069	0.02935700452
1070	0.02935696235
1071	0.0293569212
1072	0.02935656335
1073	0.02935656143
1074	0.02935587057
1075	0.02935564937
1076	0.02935558445
1077	0.02935550662
1078	0.0293554553
1079	0.02935538709
1080	0.02935535496
1081	0.02934751351
1082	0.02934750135
1083	0.02934744996
1084	0.02934742592
1085	0.02934742453
1086	0.02934741965
1087	0.02934736752
1088	0.02934717146
1089	0.02934709832
1090	0.02934708735
1091	0.02934707219
1092	0.02934701829
1093	0.02934701021
1094	0.02934699842
1095	0.0293469118
1096	0.02934687837
1097	0.02934687568
1098	0.02934678047
1099	0.02934665779
1100	0.02934661563
1101	0.02934647253
1102	0.02934645165
1103	0.0293464183
1104	0.02934641164
1105	0.0293463677
1106	0.02934616005
1107	0.0293461436
1108	0.0293461242
1109	0.0293460862
1110	0.02934602731
1111	0.02934600576
1112	0.02934597051
1113	0.02934593543
1114	0.02934589202
1115	0.02934585508
1116	0.02934560905
1117	0.02934560486
1118	0.02934556372
1119	0.02934550113
1120	0.02934168736
1121	0.02925644263
1122	0.02925545532
1123	0.02925545532
1124	0.02925545006
1125	0.02925542566
1126	0.02925512424
1127	0.02925489688
1128	0.02925486977
1129	0.02925481604
1130	0.02925421486
1131	0.02925370214
1132	0.02924990923
1133	0.02916224379
1134	0.02916067701
1135	0.02913899545
1136	0.02913650156
1137	0.02912847397
1138	0.02912818599
1139	0.02912797463
1140	0.02912732127
1141	0.029102456
1142	0.02905606733
1143	0.02903385836
1144	0.02903365853
1145	0.02903148164
1146	0.02903143187
1147	0.02902974037
1148	0.02902942546
1149	0.02902935924
1150	0.02902935261
1151	0.02902886351
1152	0.02902881585
1153	0.02901538608
1154	0.02899961563
1155	0.02899948743
1156	0.02899947854
1157	0.02898691228
1158	0.02898683582
1159	0.02898356639
1160	0.02898351849
1161	0.028965779
1162	0.02896563483
1163	0.02896559109
1164	0.02896555403
1165	0.02896513509
1166	0.0289649663
1167	0.02896495683
1168	0.02896469689
1169	0.02896463998
1170	0.02896446677
1171	0.02896436378
1172	0.02896416838
1173	0.02896406293
1174	0.02896404054
1175	0.02896403124
1176	0.02896385111
1177	0.02896383621
1178	0.02896381143
1179	0.02896372711
1180	0.02896358148
1181	0.02896353215
1182	0.02896315614
1183	0.02896314842
1184	0.02896308251
1185	0.02896306118
1186	0.02896297194
1187	0.02896285103
1188	0.02896278227
1189	0.02896263253
1190	0.028962403
1191	0.02896226
1192	0.02896221423
1193	0.02896216664
1194	0.02896214565
1195	0.02896210766
1196	0.02896205825
1197	0.02896204857
1198	0.02896193957
1199	0.02896193123
1200	0.02896191285
1201	0.02896176538
1202	0.02896158541
1203	0.02896156143
1204	0.02896129314
1205	0.02896083714
1206	0.02896082742
1207	0.02896081359
1208	0.02896079722
1209	0.02896074718
1210	0.02896072265
1211	0.02896057123
1212	0.02896051775
1213	0.02896048715
1214	0.02896035888
1215	0.028960281
1216	0.02896018171
1217	0.02896012591
1218	0.02895974433
1219	0.02895963483
1220	0.02895946551
1221	0.02895931797
1222	0.02895930489
1223	0.02895923993
1224	0.02895913575
1225	0.02895859268
1226	0.02895853174
1227	0.02895838053
1228	0.02895832049
1229	0.02895786894
1230	0.02895785787
1231	0.02895757628
1232	0.02895742496
1233	0.02895740731
1234	0.02895736672
1235	0.02895731874
1236	0.0289572171
1237	0.02895700911
1238	0.02895700911
1239	0.02895691198
1240	0.02895672465
1241	0.02895669419
1242	0.02895667786
1243	0.02895661182
1244	0.02895653758
1245	0.02895462934
1246	0.02895452981
1247	0.02895429162
1248	0.02895406599
1249	0.02895404778
1250	0.02895392011
1251	0.02895387716
1252	0.02895384561
1253	0.02895369894
1254	0.02895338817
1255	0.02895335756
1256	0.02895334248
1257	0.02895332563
1258	0.02895324341
1259	0.02895317801
1260	0.02895313943
1261	0.02895301088
1262	0.02895285889
1263	0.02895285415
1264	0.02895283552
1265	0.02895280341
1266	0.0289525852
1267	0.02895246368
1268	0.02895233547
1269	0.02895223612
1270	0.02895220462
1271	0.02895209282
1272	0.02895208817
1273	0.02895200849
1274	0.02895194511
1275	0.02895167996
1276	0.02895084992
1277	0.02895072491
1278	0.02895062343
1279	0.0289505671
1280	0.02895006123
1281	0.02895003068
1282	0.02894994689
1283	0.02894951114
1284	0.0289493295
1285	0.02894931002
1286	0.02894924766
1287	0.02894920941
1288	0.02894902898
1289	0.02894884603
1290	0.02894867186
1291	0.02894855681
1292	0.02894852656
1293	0.02894849678
1294	0.02894849255
1295	0.02894824345
1296	0.028948223
1297	0.02894813305
1298	0.02894798767
1299	0.02894791934
1300	0.02894779
1301	0.02894759672
1302	0.02894723915
1303	0.02894723611
1304	0.02892882504
1305	0.02892873214
1306	0.02892822224
1307	0.02892803272
1308	0.02892791809
1309	0.02892785641
1310	0.02892779472
1311	0.02892771224
1312	0.02892763342
1313	0.0289275544
1314	0.02892744
1315	0.02891786571
1316	0.02891736636
1317	0.02891728517
1318	0.02891722769
1319	0.02891721767
1320	0.02891720585
1321	0.02891720585
1322	0.0289169229
1323	0.02891677688
1324	0.02891668895
1325	0.02891654866
1326	0.02891645184
1327	0.02891624628
1328	0.02891605191
1329	0.02891598068
1330	0.02891592422
1331	0.02891582105
1332	0.02891579652
1333	0.02891550303
1334	0.02891548186
1335	0.02891540243
1336	0.02891489253
1337	0.02891487502
1338	0.02891472459
1339	0.02891467071
1340	0.02891452434
1341	0.0289143098
1342	0.02891424231
1343	0.02891362855
1344	0.02891355038
1345	0.02891349315
1346	0.02890336186
1347	0.02890325189
1348	0.02890305621
1349	0.02890302409
1350	0.02890100914
1351	0.02890099443
1352	0.02890092093
1353	0.02890086081
1354	0.02890074809
1355	0.02890074024
1356	0.02890072818
1357	0.02890065034
1358	0.02890063523
1359	0.02889991973
1360	0.02889950834
1361	0.02889950793
1362	0.02889923721
1363	0.02889901212
1364	0.02889900099
1365	0.02889895526
1366	0.02889849059
1367	0.0288984514
1368	0.02889838138
1369	0.02889832579
1370	0.02889828103
1371	0.02889825698
1372	0.02889821918
1373	0.02889818974
1374	0.02889805797
1375	0.0288980322
1376	0.02889712971
1377	0.02889711896
1378	0.02889705118
1379	0.02889699845
1380	0.02889693779
1381	0.02889602423
1382	0.02889596062
1383	0.02889595041
1384	0.02889593761
1385	0.02889592519
1386	0.02889581036
1387	0.02889579802
1388	0.0288956377
1389	0.02889533134
1390	0.0288953132
1391	0.02889529678
1392	0.02888745719
1393	0.0288870328
1394	0.02888697418
1395	0.02888693878
1396	0.02888683279
1397	0.02888678182
1398	0.0288867396
1399	0.02888672928
1400	0.0288866875
1401	0.02888662588
1402	0.02888659722
1403	0.02888649357
1404	0.02888649038
1405	0.02888648489
1406	0.02888646442
1407	0.02888634239
1408	0.02888632467
1409	0.02888615599
1410	0.02888609496
1411	0.02888587556
1412	0.02888573833
1413	0.02888510314
1414	0.02888509475
1415	0.02888507028
1416	0.02888506849
1417	0.02888495277
1418	0.02888480442
1419	0.02888470111
1420	0.02888468358
1421	0.0288845259
1422	0.02888449972
1423	0.02888446665
1424	0.02888446372
1425	0.02888446021
1426	0.02888445562
1427	0.02888445285
1428	0.02888444015
1429	0.02888442416
1430	0.02888434316
1431	0.02888433707
1432	0.02888432843
1433	0.02888398346
1434	0.02888397047
1435	0.02888390299
1436	0.02888385095
1437	0.02888385019
1438	0.02888374365
1439	0.02888365705
1440	0.02888365581
1441	0.02888363785
1442	0.02888358004
1443	0.0288835707
1444	0.02888329789
1445	0.02888322843
1446	0.02888319614
1447	0.02888160494
1448	0.0288816027
1449	0.02888153118
1450	0.02888146539
1451	0.02888137736
1452	0.02888131393
1453	0.02888019048
1454	0.02888013435
1455	0.02888009486
1456	0.02888005094
1457	0.02886890779
1458	0.02886886106
1459	0.02886872923
1460	0.02886811898
1461	0.02886805975
1462	0.02886794645
1463	0.0288677684
1464	0.02886537641
1465	0.02886515341
1466	0.0288651521
1467	0.0288651424
1468	0.02886510855
1469	0.0288650427
1470	0.02886503817
1471	0.02886496193
1472	0.02886495155
1473	0.02886492661
1474	0.02886490072
1475	0.02886475678
1476	0.0288646873
1477	0.02886466965
1478	0.02886457184
1479	0.02886419676
1480	0.02886372172
1481	0.02886285813
1482	0.0288628571
1483	0.02886281329
1484	0.02886280862
1485	0.02886280559
1486	0.02886275755
1487	0.02886269917
1488	0.02886261693
1489	0.02886230124
1490	0.02886227767
1491	0.02886226276
1492	0.02886214162
1493	0.02886208244
1494	0.02886205129
1495	0.02886152423
1496	0.0288611778
1497	0.02886114406
1498	0.02886114311
1499	0.02886108738
